Ticker,Name,Exchange,asset_type,stock_sector,etf_category,Country,country_code,ISIN,aliases
1365,iFreeETF Nikkei225 Leveraged Index,TSE,ETF,,Other,Japan,JP,JP3047850007,ifreeetf nikkei225 leveraged
1366,iFreeETF Nikkei225 Double Inverse Index,TSE,ETF,,Other,Japan,JP,JP3047860006,ifreeetf nikkei225 double inverse
1367,iFreeETF TOPIX Leveraged (2x) Index,TSE,ETF,,Other,Japan,JP,JP3047870005,ifreeetf topix leveraged 2x
1369,One ETF Nikkei225,TSE,ETF,,Equity,Japan,JP,JP3047890003,one nikkei225
1375,"YUKIGUNI FACTORY CO.,LTD.",TSE,Stock,Consumer Staples,,Japan,JP,JP3947010009,yukiguni factory
1376,"KANEKO SEEDS CO.,LTD.",TSE,Stock,Consumer Staples,,Japan,JP,JP3216200000,kaneko seeds
1377,SAKATA SEED CORPORATION,TSE,Stock,Consumer Staples,,Japan,JP,JP3315000004,sakata seed
1379,HOKUTO CORPORATION,TSE,Stock,Consumer Staples,,Japan,JP,JP3843250006,hokuto
1380,"AKIKAWA FOODS & FARMS CO.,LTD.",TSE,Stock,Consumer Staples,,Japan,JP,JP3107400008,akikawa foods & farms
1381,"AXYZ CO.,Ltd.",TSE,Stock,Consumer Staples,,Japan,JP,JP3108030002,
1382,"HOB Co.,Ltd.",TSE,Stock,Consumer Staples,,Japan,JP,JP3837630007,
1383,"Berg Earth co.,ltd.",TSE,Stock,Consumer Staples,,Japan,JP,JP3835730007,berg earth
1384,"Hokuryo Co.,Ltd.",TSE,Stock,Consumer Staples,,Japan,JP,JP3845670003,hokuryo
1397,SMDAM NIKKEI225 ETF,TSE,ETF,,Equity,Japan,JP,JP3047920008,smdam nikkei225
1398,SMDAM REIT Index ETF,TSE,ETF,,Real Estate,Japan,JP,JP3047930007,smdam reit
1399,Listed Index Fund MSCI Japan Equity High Dividend Low Volatility,TSE,ETF,,Equity,Japan,JP,JP3048170009,listed msci japan equity high dividend low volatility
1401,"mbs,inc.",TSE,Stock,Industrials,,Japan,JP,JP3167660004,
1407,West Holdings Corporation,TSE,Stock,Industrials,,Japan,JP,JP3154750008,west holdings
1420,Sanyo Homes Corporation,TSE,Stock,Consumer Discretionary,,Japan,JP,JP3337550002,sanyo homes
1429,"Nippon Aqua Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3686140009,nippon aqua
1430,First-corporation Inc.,TSE,Stock,Industrials,,Japan,JP,JP3802210009,
1431,"Lib Work Co.,Ltd.",TSE,Stock,Consumer Discretionary,,Japan,JP,JP3162680007,lib work
1433,"BESTERRA CO.,LTD",TSE,Stock,Industrials,,Japan,JP,JP3835550009,besterra
1450,TANAKEN Inc.,TSE,Stock,Industrials,,Japan,JP,JP3468860006,tanaken
1458,Rakuten ETF - Nikkei 225 Leveraged Index,TSE,ETF,,Other,Japan,JP,JP3047970003,rakuten - nikkei 225 leveraged
1469,JPX-Nikkei 400 Bear -2x Double Inverse ETF,TSE,ETF,,Other,Japan,JP,JP3048050003,jpx-nikkei 400 bear -2x double inverse
1478,iShares MSCI Japan High Dividend ETF,TSE,ETF,,Equity,Japan,JP,JP3048150001,msci japan high dividend
1479,iFreeETF MSCI Japan Human and Physical Investment Index,TSE,ETF,,Equity,Japan,JP,JP3048220002,ifreeetf msci japan human and physical investment
1482,iShares Core 7-10 Year US Treasury Bond JPY Hedged ETF,TSE,ETF,,Fixed Income,Japan,JP,JP3048250009,
1483,iShares JPX/S&P CAPEX & Human Capital ETF,TSE,ETF,,Equity,Japan,JP,JP3048260008,jpx/s&p capex & human capital
1484,One ETF JPX/S&P CAPEX & Human Capital Index,TSE,ETF,,Equity,Japan,JP,JP3048270007,one jpx/s&p capex & human capital
1485,MAXIS JAPAN Proactive Investment in Physical and Human Capital 200 Index ETF,TSE,ETF,,Equity,Japan,JP,JP3048280006,maxis japan proactive investment in physical and human capital 200
1486,Listed Index Fund US Bond (No Currency Hedge),TSE,ETF,,Fixed Income,Japan,JP,JP3048330009,listed us bond no currency hedge
1487,Listed Index Fund US Bond (Currency Hedge),TSE,ETF,,Fixed Income,Japan,JP,JP3048340008,listed us bond currency hedge
1488,iFreeETF Tokyo Stock Exchange REIT Index,TSE,ETF,,Real Estate,Japan,JP,JP3048350007,ifreeetf tokyo stock exchange reit
1489,NEXT FUNDS Nikkei 225 High Dividend Yield Stock 50 Index Exchange Traded Fund,TSE,ETF,,Equity,Japan,JP,JP3048390003,next funds nikkei 225 high dividend yield stock 50
1490,Listed Index Fund MSCI Japan Equity High Dividend Low Volatility (Beta Hedged),TSE,ETF,,Equity,Japan,JP,JP3048400000,listed msci japan equity high dividend low volatility beta
1491,"Chugai Mining Co.,Ltd.",TSE,Stock,Materials,,Japan,JP,JP3519000008,chugai mining
1493,One ETF JPX-Nikkei Mid Small,TSE,ETF,,Equity,Japan,JP,JP3048430007,one jpx-nikkei mid small
1494,One ETF High Dividend Japan Equity,TSE,ETF,,Equity,Japan,JP,JP3048440006,one high dividend japan equity
1495,Listed Index Fund Asian REIT,TSE,ETF,,Real Estate,Japan,JP,JP3048450005,listed asian reit
1496,iShares USD Investment Grade Corporate Bond JPY Hedged ETF,TSE,ETF,,Fixed Income,Japan,JP,JP3048460004,
1497,iShares USD High Yield Corporate Bond JPY Hedged ETF,TSE,ETF,,Fixed Income,Japan,JP,JP3048470003,
1498,One ETF ESG,TSE,ETF,,Equity,Japan,JP,JP3048600005,one esg
1499,MAXIS Japan Equity High Dividend 70 Market Neutral ETF,TSE,ETF,,Equity,Japan,JP,JP3048670008,maxis japan equity high dividend 70 market neutral
1518,"MITSUI MATSUSHIMA HOLDINGS CO.,LTD.",TSE,Stock,Energy,,Japan,JP,JP3894000003,mitsui matsushima holdings
1542,Japan Physical Silver ETF,TSE,ETF,,Commodity,Japan,JP,JP3047210004,japan physical silver
1543,Japan Physical Palladium ETF,TSE,ETF,,Commodity,Japan,JP,JP3047220003,japan physical palladium
1545,NEXT FUNDS NASDAQ-100(R) (Unhedged) Exchange Traded Fund,TSE,ETF,,Equity,Japan,JP,JP3047240001,
1546,NEXT FUNDS DJIA (Unhedged) Exchange Traded Fund,TSE,ETF,,Equity,Japan,JP,JP3047250000,next funds djia
1547,Listed Index Fund US Equity (S&P500),TSE,ETF,,Equity,Japan,JP,JP3047260009,listed us equity s&p500
1550,MAXIS Global Equity (MSCI Kokusai) ETF,TSE,ETF,,Equity,Japan,JP,JP3047290006,maxis global equity msci kokusai
1551,TSE Standard Top 20 ETF,TSE,ETF,,Equity,Japan,JP,JP3047300003,tse standard top 20
1554,Listed Index Fund World Equity (MSCI ACWI) ex Japan,TSE,ETF,,Equity,Japan,JP,JP3047330000,listed world equity msci acwi ex japan
1555,Listed Index Fund Australian REIT (S&P/ASX200 A-REIT),TSE,ETF,,Real Estate,Japan,JP,JP3047340009,listed australian reit s&p/asx200 a-reit
1559,NEXT FUNDS Thai Stock SET50 Exchange Traded Fund,TSE,ETF,,Equity,Japan,JP,JP3047360007,next funds thai stock set50
1566,Listed Index Fund Emerging Bond,TSE,ETF,,Fixed Income,Japan,JP,JP3047420009,listed emerging bond
1571,NEXT FUNDS Nikkei 225 Inverse Index Exchange Traded Fund,TSE,ETF,,Other,Japan,JP,JP3047470004,next funds nikkei 225 inverse
1572,China Bull 2x HSCEI ETF,TSE,ETF,,Other,Japan,JP,JP3047520006,china bull 2x hscei
1573,China Bear -1x HSCEI ETF,TSE,ETF,,Other,Japan,JP,JP3047530005,china bear -1x hscei
1577,NEXT FUNDS Nomura Japan Equity High Dividend 70 Exchange Traded Fund,TSE,ETF,,Equity,Japan,JP,JP3047560002,next funds nomura japan equity high dividend 70
1578,Listed Index Fund Nikkei 225 (Mini),TSE,ETF,,Equity,Japan,JP,JP3047570001,listed nikkei 225 mini
1579,Nikkei 225 Bull 2x ETF,TSE,ETF,,Other,Japan,JP,JP3047580000,nikkei 225 bull 2x
1585,iFreeETF TOPIX Ex-Financials,TSE,ETF,,Equity,Japan,JP,JP3047620004,ifreeetf topix ex-financials
1592,Listed Index Fund JPX-Nikkei Index 400,TSE,ETF,,Equity,Japan,JP,JP3047680008,listed jpx-nikkei 400
1596,NZAM ETF TOPIX Ex-Financials,TSE,ETF,,Equity,Japan,JP,JP3047710003,nzam topix ex-financials
1620,NEXT FUNDS TOPIX-17 RAW MATERIALS & CHEMICALS ETF,TSE,ETF,,Equity,Japan,JP,JP3046590000,next funds topix-17 raw materials & chemicals
1621,NEXT FUNDS TOPIX-17 PHARMACEUTICAL ETF,TSE,ETF,,Equity,Japan,JP,JP3046600007,next funds topix-17 pharmaceutical
1622,NEXT FUNDS TOPIX-17 AUTOMOBILES TRANSPORTATION EQUIPMENT ETF,TSE,ETF,,Equity,Japan,JP,JP3046610006,next funds topix-17 automobiles transportation equipment
1624,NEXT FUNDS TOPIX-17 MACHINERY ETF,TSE,ETF,,Equity,Japan,JP,JP3046630004,next funds topix-17 machinery
1625,NEXT FUNDS TOPIX-17 ELECTRIC & PRECISION INSTRUMENTS ETF,TSE,ETF,,Equity,Japan,JP,JP3046640003,next funds topix-17 electric & precision instruments
1627,NEXT FUNDS TOPIX-17 ELECTRIC POWER & GAS ETF,TSE,ETF,,Equity,Japan,JP,JP3046660001,next funds topix-17 electric power & gas
1628,NEXT FUNDS TOPIX-17 TRANSPORTATION & LOGISTICS ETF,TSE,ETF,,Equity,Japan,JP,JP3046670000,next funds topix-17 transportation & logistics
1629,NEXT FUNDS TOPIX-17 COMMERCIAL & WHOLESALE TRADE ETF,TSE,ETF,,Equity,Japan,JP,JP3046680009,next funds topix-17 commercial & wholesale trade
1630,NEXT FUNDS TOPIX-17 RETAIL TRADE ETF,TSE,ETF,,Equity,Japan,JP,JP3046690008,next funds topix-17 retail trade
1631,NEXT FUNDS TOPIX-17 BANKS ETF,TSE,ETF,,Equity,Japan,JP,JP3046700005,next funds topix-17 banks
1632,NEXT FUNDS TOPIX-17 FINANCIALS (EX BANKS) ETF,TSE,ETF,,Equity,Japan,JP,JP3046710004,next funds topix-17 financials ex banks
1633,NEXT FUNDS TOPIX-17 REAL ESTATE ETF,TSE,ETF,,Real Estate,Japan,JP,JP3046720003,next funds topix-17 real estate
1652,iFreeETF MSCI Japan Empowering Women Index (WIN),TSE,ETF,,Equity,Japan,JP,JP3048500007,ifreeetf msci japan empowering women win
1653,iFreeETF MSCI Japan ESG Select Leaders Index,TSE,ETF,,Equity,Japan,JP,JP3048510006,ifreeetf msci japan esg select leaders
1654,iFreeETF FTSE JPX Blossom Japan Index,TSE,ETF,,Equity,Japan,JP,JP3048520005,ifreeetf ftse jpx blossom japan
1655,iShares S&P 500 ETF,TSE,ETF,,Equity,Japan,JP,JP3048530004,
1656,iShares Core 7-10 Year US Treasury Bond ETF,TSE,ETF,,Fixed Income,Japan,JP,JP3048540003,
1657,iShares Core MSCI Kokusai ETF,TSE,ETF,,Equity,Japan,JP,JP3048550002,core msci kokusai
1658,iShares Core MSCI Emerging Markets IMI ETF,TSE,ETF,,Equity,Japan,JP,JP3048560001,
1659,iShares US REIT ETF,TSE,ETF,,Real Estate,Japan,JP,JP3048570000,us reit
1660,MAXIS High Yield J-REIT ETF,TSE,ETF,,Real Estate,Japan,JP,JP3048580009,maxis high yield j-reit
1662,"Japan Petroleum Exploration Co.,Ltd.",TSE,Stock,Energy,,Japan,JP,JP3421100003,japan petroleum exploration
1663,K&O Energy Group Inc.,TSE,Stock,Energy,,Japan,JP,JP3277020008,k&o energy group
1671,Simplex WTI ETF,TSE,ETF,,Commodity,Japan,JP,JP3047080001,simplex wti
1677,Listed Index Fund International Bond (FTSE WGBI) Monthly Dividend Payment Type,TSE,ETF,,Fixed Income,Japan,JP,JP3047090000,listed international bond ftse wgbi monthly dividend payment type
1678,NEXT FUNDS Nifty 50 Linked Exchange Traded Fund,TSE,ETF,,Equity,Japan,JP,JP3047100007,next funds nifty 50 linked
1679,Simple-X NY Dow Jones Index ETF,TSE,ETF,,Equity,Japan,JP,JP3047110006,simple-x ny dow jones
1680,Listed Index Fund International Developed Countries Equity (MSCI-KOKUSAI),TSE,ETF,,Equity,Japan,JP,JP3047120005,listed international developed countries equity msci-kokusai
1681,Listed Index Fund International Emerging Countries Equity (MSCI EMERGING),TSE,ETF,,Equity,Japan,JP,JP3047130004,listed international emerging countries equity msci emerging
1698,Listed Index Fund Japan High Dividend (TSE Dividend Focus 100),TSE,ETF,,Equity,Japan,JP,JP3047170000,listed japan high dividend tse dividend focus 100
1699,NEXT FUNDS NOMURA Crude Oil Long Index Linked Exchange Traded Fund,TSE,ETF,,Commodity,Japan,JP,JP3047180009,next funds nomura crude oil long linked
1716,DAI-ICHI CUTTER KOGYO K.K.,TSE,Stock,Industrials,,Japan,JP,JP3473700007,dai-ichi cutter kogyo
1719,HAZAMA ANDO CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3767810009,hazama ando
1758,"Taiyo Kisokogyo Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3450200005,taiyo kisokogyo
1764,KUDO CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3266150006,
1766,TOKEN CORPORATION,TSE,Stock,Consumer Discretionary,,Japan,JP,JP3590900001,token
1768,SONEC CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3435700004,sonec
1770,"FUJITA ENGINEERING CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3816750008,fujita engineering
1787,"Nakabohtec Corrosion Protecting Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3644600003,nakabohtec corrosion protecting
1793,"OHMOTO GUMI CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3190500003,ohmoto gumi
1798,MORIYA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3927400006,moriya
1799,DAIICHI KENSETSU CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3474610007,daiichi kensetsu
1801,TAISEI CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3443600006,taisei
1803,SHIMIZU CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3358800005,shimizu
1807,"WATANABE SATO CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3993800006,watanabe sato
1811,THE ZENITAKA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3427800002,the zenitaka
1812,KAJIMA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3210200006,kajima
1814,"DAISUE CONSTRUCTION CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3485400000,daisue construction
1820,"Nishimatsu Construction Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3659200004,nishimatsu construction
1822,DAIHO CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3498600000,daiho
1826,"Sata Construction Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3319600007,sata construction
1827,NAKANO CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3643600004,nakano
1828,TANABE ENGINEERING CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3468900000,tanabe engineering
1833,OKUMURA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3194800003,okumura
1835,"TOTETSU KOGYO CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3595400007,totetsu kogyo
1840,"TSUCHIYA HOLDINGS CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3533300004,tsuchiya holdings
1844,"OHMORI CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3190600001,ohmori
1847,"ICHIKEN Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3141400006,ichiken
1848,FUJI P.S CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3820650004,
1850,"Nankai Tatsumura Construction Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3652600002,nankai tatsumura construction
1852,ASANUMA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3110000001,asanuma
1853,"Mori-Gumi Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3923600005,mori-gumi
1860,TODA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3627000007,
1861,"Kumagai Gumi Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3266800006,kumagai gumi
1866,KITANO CONSTRUCTION CORP.,TSE,Stock,Industrials,,Japan,JP,JP3240000004,kitano construction
1867,UEKI CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3154400000,
1870,"YAHAGI CONSTRUCTION CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3933200002,yahagi construction
1871,"PS Construction Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3801400007,ps construction
1873,"NIHON HOUSE HOLDINGS CO.,LTD.",TSE,Stock,Consumer Discretionary,,Japan,JP,JP3783500006,nihon house holdings
1878,"DAITO TRUST CONSTRUCTION CO.,LTD.",TSE,Stock,Real Estate,,Japan,JP,JP3486800000,daito trust construction|daito construction
1879,SHINNIHON CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3380300008,shinnihon
1882,TOA ROAD CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3558000000,toa road
1885,TOA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3556000002,
1887,JDC CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3707200006,
1888,"WAKACHIKU CONSTRUCTION CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3990800009,wakachiku construction
1893,"PENTA-OCEAN CONSTRUCTION CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3309000002,penta-ocean construction
1897,"The Kaneshita Construction Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3216600001,the kaneshita construction
1898,"SEIKITOKYU KOGYO CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3414600001,seikitokyu kogyo
1911,"Sumitomo Forestry Co.,Ltd.",TSE,Stock,Consumer Discretionary,,Japan,JP,JP3409800004,sumitomo forestry
1914,"JAPAN FOUNDATION ENGINEERING CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3697400004,japan foundation engineering
1921,TOMOE CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3631400003,tomoe
1925,"DAIWA HOUSE INDUSTRY CO.,LTD.",TSE,Stock,Consumer Discretionary,,Japan,JP,JP3505000004,daiwa house industry
1926,"RAITO KOGYO CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3965800000,raito kogyo
1928,"Sekisui House,Ltd.",TSE,Stock,Consumer Discretionary,,Japan,JP,JP3420600003,sekisui house
1930,"HOKURIKU ELECTRICAL CONSTRUCTION CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3845000003,hokuriku electrical construction
1934,YURTEC CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3946200007,yurtec
1938,"NIPPON RIETEC CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3510600004,nippon rietec
1939,YONDENKO CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3962600007,yondenko
1941,CHUDENKO CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3524000001,chudenko
1942,"KANDENKO CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3230600003,kandenko
1944,KINDEN CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3263000006,kinden
1945,TOKYO ENERGY & SYSTEMS INC.,TSE,Stock,Industrials,,Japan,JP,JP3585400009,tokyo energy & systems
1946,TOENEC CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3552230009,toenec
1948,"The Kodensha,Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3288600004,the kodensha
1950,"NIPPON DENSETSU KOGYO CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3736200001,nippon densetsu kogyo
1951,"EXEO Group,Inc.",TSE,Stock,Industrials,,Japan,JP,JP3254200003,exeo group
1952,"Shin Nippon Air Technologies Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3380250005,shin nippon air technologies
1959,KRAFTIA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3247050002,kraftia
1960,Sanyo Engineering & Construction Inc.,TSE,Stock,Industrials,,Japan,JP,JP3335400002,sanyo engineering & construction
1963,JGC HOLDINGS CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3667600005,jgc holdings
1964,"Chugai Ro Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3519800001,chugai ro
1965,TECHNO RYOWA LTD.,TSE,Stock,Industrials,,Japan,JP,JP3545040002,techno ryowa
1966,TAKADA CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3457600009,takada
1967,YAMATO CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3940800000,yamato
1968,"TAIHEI DENGYO KAISHA,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3447200001,taihei dengyo kaisha
1969,"Takasago Thermal Engineering Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3455200000,takasago thermal engineering
1972,"SANKO METAL INDUSTRIAL CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3330800008,sanko metal industrial
1975,"ASAHI KOGYOSHA CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3112800002,asahi kogyosha
1976,"MEISEI INDUSTRIAL Co.,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3918200001,meisei industrial
1979,Taikisha Ltd.,TSE,Stock,Industrials,,Japan,JP,JP3441200007,taikisha
1980,"DAI-DAN CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3486000007,dai-dan
1981,"KYOWANISSEI CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3254800000,kyowanissei
1982,"Hibiya Engineering,Ltd.",TSE,Stock,Industrials,,Japan,JP,JP3793400007,hibiya engineering
1992,"KANDA TSUSHINKI CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3230000006,kanda tsushinki
1994,TAKAHASHI CURTAIN WALL CORPORATION,TSE,Stock,Industrials,,Japan,JP,JP3457800005,takahashi curtain wall
1997,"AKATSUKI EAZIMA CO.,LTD.",TSE,Stock,Industrials,,Japan,JP,JP3131000006,akatsuki eazima
2001,NIPPN CORPORATION,TSE,Stock,Consumer Staples,,Japan,JP,JP3723000000,nippn
2003,"NITTO FUJI FLOUR MILLING CO.,LTD.",TSE,Stock,Consumer Staples,,Japan,JP,JP3683200004,nitto fuji flour milling
2004,"Showa Sangyo Co.,Ltd.",TSE,Stock,Consumer Staples,,Japan,JP,JP3366400004,showa sangyo
2011,SMDAM Active ETF Japan High Dividend Equity,TSE,ETF,,Equity,Japan,JP,JP3050220007,smdam active japan high dividend equity
2016,iFreeETF US Treasury Bond 7-10 Year (JPY HEDGED),TSE,ETF,,Fixed Income,Japan,JP,JP3050270002,ifreeetf us treasury bond 7-10 year
2018,Global X US REIT Top 20 ETF,TSE,ETF,,Real Estate,Japan,JP,JP3050290000,us reit top 20
2019,Global X U.S. Preferred Security ETF (Bi-monthly dividend type),TSE,ETF,,Equity,Japan,JP,JP3050300007,u.s. preferred security bi-monthly dividend type
2036,NEXT NOTES Gold Futures Double Bull ETN,TSE,ETF,,Other,Japan,JP,JP5528240004,next notes gold futures double bull
2037,NEXT NOTES Gold Futures Bear ETN,TSE,ETF,,Other,Japan,JP,JP5528250003,next notes gold futures bear
2038,NEXT NOTES Dubai Crude Oil Futures Double Bull ETN,TSE,ETF,,Other,Japan,JP,JP5528260002,next notes dubai crude oil futures double bull
2039,NEXT NOTES Dubai Crude Oil Futures Bear ETN,TSE,ETF,,Other,Japan,JP,JP5528270001,next notes dubai crude oil futures bear
2040,NEXT NOTES DJIA PR JPY-Monthly Hedged Leveraged (x2) ETN,TSE,ETF,,Other,Japan,JP,JP5528280000,next notes djia pr -monthly leveraged x2
2041,NEXT NOTES DJIA TR JPY-Monthly Hedged Inverse (x1) ETN,TSE,ETF,,Other,Japan,JP,JP5528290009,next notes djia tr -monthly inverse x1
2042,NEXT NOTES Tokyo Stock Exchange Growth Market 250 Index ETN,TSE,ETF,,Equity,Japan,JP,JP5528300006,next notes tokyo stock exchange growth market 250
2043,NEXT NOTES STOXX ASEAN-Five Select Dividend 50(NR-JPY) ETN,TSE,ETF,,Equity,Japan,JP,JP5528310005,next notes stoxx asean-five select dividend 50 nr
2044,NEXT NOTES S&P 500 Dividend Aristocrats Net Total Return Index ETN,TSE,ETF,,Equity,Japan,JP,JP5528320004,next notes s&p 500 dividend aristocrats net total return
2045,NEXT NOTES S&P Singapore REIT Net Total Return Index ETN,TSE,ETF,,Real Estate,Japan,JP,JP5528330003,next notes s&p singapore reit net total return
2046,NEXT NOTES Nifty PR 2x Leverage Index ETN,TSE,ETF,,Other,Japan,JP,JP5528340002,next notes nifty pr 2x leverage
2047,NEXT NOTES Nifty Total Returns(TR) Daily Inverse Index ETN,TSE,ETF,,Other,Japan,JP,JP5528350001,next notes nifty total returns tr inverse
2048,"NEXT NOTES Nomura Japan Equity High Dividend 70,Net Total Return US Dollar Hedged Index ETN",TSE,ETF,,Equity,Japan,JP,JP5528360000,next notes nomura japan equity high dividend 70 net total return us dollar
2050,"NEXT NOTES Niche Top Mid Small Cap Japan Equity, Net Total Return ETN",TSE,ETF,,Equity,Japan,JP,JP5528440000,next notes niche top mid small cap japan equity net total return
2053,"CHUBU SHIRYO CO.,LTD.",TSE,Stock,Consumer Staples,,Japan,JP,JP3525400002,chubu shiryo
2055,"NICHIWA SANGYO CO.,LTD.",TSE,Stock,Consumer Staples,,Japan,JP,JP3666400001,nichiwa sangyo
