No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV
33,2602,JP3677200002,日清オイリオグループ,"THE NISSHIN OILLIO GROUP,LTD.",9200,17535200,0.004575624174826024
34,1377,JP3315000004,サカタのタネ,SAKATA SEED CORPORATION,4000,17260000.000000004,0.004503813658098978
35,2815,JP3125800007,アリアケジャパン,"ARIAKE JAPAN CO.,LTD.",2600,13962000,0.003643235590636032
36,2590,JP3488400007,ダイドーグループホールディングス,"DYDO GROUP HOLDINGS,INC.",2600,7826000.000000001,0.002042111569425411
37,2281,JP3833200003,プリマハム,"PRIMA MEAT PACKERS,LTD.",3100,7694200.000000001,0.0020077197594522106
38,2292,JP3399300007,Ｓ　Ｆｏｏｄｓ,S FOODS INC.,2600,7147400.000000001,0.0018650381077576265
39,2004,JP3366400004,昭和産業,"SHOWA SANGYO CO.,LTD.",2000,7100000,0.0018526695812574006
40,409A,JP3200010001,オリオンビール,"ORION BREWERIES,LTD.",5300,6603800.000000001,0.0017231914620714963
41,2109,JP3890400009,ＤＭ三井製糖,"MITSUI DM SUGAR CO.,LTD.",1900,6517000.000000001,0.0017005419240921805
42,4526,JP3972600005,理研ビタミン,"RIKEN VITAMIN CO.,LTD.",2000,6420000,0.0016752308044609171
43,1301,JP3257200000,極洋,"KYOKUYO CO.,LTD.",1400,6356000.000000001,0.0016585306842918366
44,2585,JP3966680005,ライフドリンク　カンパニー,"LIFEDRINK COMPANY,INC.",4200,6073200.000000001,0.0015847370282947109
45,2931,JP3944370000,ユーグレナ,"EUGLENA CO.,LTD.",17200,5865200,0.0015304616377451981
46,1379,JP3843250006,ホクト,HOKUTO CORPORATION,2900,5660800,0.0014771256289551962
47,2613,JP3840000008,Ｊ－オイルミルズ,"J-OIL MILLS, INC.",2700,5632200.000000001,0.0014696627627546386
48,2220,JP3219800004,亀田製菓,"KAMEDA SEIKA CO.,LTD.",4400,5596800,0.0014604255087861155
49,2053,JP3525400002,中部飼料,"CHUBU SHIRYO CO.,LTD.",2900,5483900.000000001,0.0014309654530503466
50,2288,JP3876400007,丸大食品,"MARUDAI FOOD CO.,LTD.",2300,5283100.000000001,0.0013785688260198558
51,2594,JP3236300004,キーコーヒー,KEY COFFEE INC,2600,5202600,0.0013575632061196834
52,2108,JP3732600006,日本甜菜製糖,"NIPPON BEET SUGAR MANUFACTURING CO.,LTD.",1000,5040000.000000001,0.0013151344633151128
53,2918,JP3994400004,わらべや日洋ホールディングス,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",1600,4456000.000000001,0.0011627458667722505
54,2908,JP3818700001,フジッコ,"FUJICCO CO.,LTD.",2700,4301100.000000001,0.0011223263571755221
55,2060,JP3802960009,フィード・ワン,"FEED ONE CO.,LTD.",3100,3980400.0000000005,0.0010386430987657687
56,2211,JP3821200007,不二家,"FUJIYA CO.,LTD.",1600,3913600,0.0010212123483392906
57,2117,JP3676600004,ウェルネオシュガー,"WELLNEO SUGAR CO.,LTD.",1300,3594500,0.0009379465929337643
58,2910,JP3984200000,ロック・フィールド,"ROCK FIELD CO.,LTD.",2600,3562000.0000000005,0.0009294660631604031
59,2533,JP3307400006,オエノンホールディングス,"OENON HOLDINGS,INC.",6900,3381000,0.0008822360358072213
60,2217,JP3927600001,モロゾフ,MOROZOFF LIMITED,2200,3300000,0.0008610999462182285
61,1375,JP3947010009,ユキグニファクトリー,"YUKIGUNI FACTORY CO.,LTD.",2800,3264800,0.000851914880125234
62,2207,JP3920200007,ｍｅｉｔｏ,"MEITO CO.,LTD.",1000,3195000,0.0008337013115658303
63,2003,JP3683200004,日東富士製粉,"NITTO FUJI FLOUR MILLING CO.,LTD.",1700,3122900,0.0008148875824378503
64,2209,JP3149200002,井村屋グループ,"IMURAYA GROUP CO.,LTD.",1300,3091400.0000000005,0.0008066679920421309
65,2915,JP3281850002,ケンコーマヨネーズ,"KENKO MAYONNAISE CO.,LTD.",1500,3061500.0000000005,0.0007988659046506384
66,2922,JP3651060000,なとり,"NATORI CO.,LTD.",1500,2956500.0000000005,0.0007714672699982403
67,2294,JP3206500005,柿安本店,"KAKIYASU HONTEN CO.,LTD.",900,2340000.0000000005,0.0006105981436820167
68,2882,JP3130740008,イートアンドホールディングス,"EAT&HOLDINGS CO.,LTD",1100,2239600.0000000005,0.0005843998301667711
69,2804,JP3831200005,ブルドックソース,"BULL-DOG SAUCE CO.,LTD.",1200,2180400.0000000005,0.0005689522190103714
70,2933,JP3241500002,紀文食品,KIBUN FOODS INC.,2000,2176000,0.0005678040857487471
71,2266,JP3984800007,六甲バター,"ROKKO BUTTER CO.,LTD.",1900,2021600.0000000002,0.0005275150458408397
72,2204,JP3646000004,中村屋,"NAKAMURAYA CO.,LTD.",600,1926000.0000000002,0.0005025692413382752
73,250A,JP3356550008,シマダヤ,SHIMADAYA CORPORATION,1100,1826000.0000000002,0.00047647530357408646
74,2935,JP3801810007,ピックルスホールディングス,"PICKLES HOLDINGS CO.,LTD.",1400,1611400.0000000002,0.00042047771313213743
75,2929,JP3802310007,ファーマフーズ,"PHARMA FOODS INTERNATIONAL CO.,LTD.",2800,1562400,0.0004076916836276849
76,2819,JP3165930003,エバラ食品工業,"EBARA FOODS INDUSTRY,INC.",600,1479000,0.0003859293395323515
77,1376,JP3216200000,カネコ種苗,"KANEKO SEEDS CO.,LTD.",900,1366200,0.0003564953777343466
78,2884,JP3958400008,ヨシムラ・フード・ホールディングス,YOSHIMURA FOOD HOLDINGS K.K.,1700,1050600,0.0002741429101505669
,,,,,,,
,,,合計（Total）,,,3797044000,0.9907982982388627
,,,,,,,
,,,純資産総額,Total Net Assets of the Fund (NAV),,3832307753,1
,,,,,,,
※先物が組入れられている場合は、枚数です。,,,,,,,
※Please note: it refers to the number of contracts in case of futures.,,,,,,,
1617,NEXT FUNDS 食品（TOPIX-17）上場投信　（NEXT FUNDS TOPIX-17 FOODS ETF）,,,,,,
,"2026年7月31日現在　（as of July 31, 2026）",,,ISINコード：,JP3046560003,,
