No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,国（地域）名,Country (Region),通貨,Currency,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV,MOTHER FUND/DIRECT
193,9633,CNE100004272,NONGFU SPRING LTD,中国,CN,香港・ドル,HKD,3844.6924,3589114.1588858506,0.0009154931878380969,MOTHER FUND
194,SQM,US8336351056,QUIMICA Y MINERA CHIL-SP ADR,チリ,CL,アメリカ・ドル,USD,326.0385,3585793.59598372,0.0009146461953541264,MOTHER FUND
195,2301,TW0002301009,LITE-ON TECHNOLOGY CORP,台湾,TW,台湾・ドル,TWD,3813.9695,3582328.1033863705,0.0009137622349324379,MOTHER FUND
196,ADVANC-R,TH0268010R11,ADVANCED INFO SERVICE-NVDR,タイ,TH,タイ・バーツ,THB,1963.7013,3562939.6744989,0.0009088167320078742,MOTHER FUND
197,9992,KYG7170M1033,POP MART INTERNATIONAL GROUP,ケイマン諸島（英領）,KY,香港・ドル,HKD,1064.5609,3559857.5972523,0.000908030571245429,MOTHER FUND
198,2379,TW0002379005,REALTEK SEMICONDUCTOR CORP,台湾,TW,台湾・ドル,TWD,1019.4305,3512569.46831369,0.0008959685531561671,MOTHER FUND
199,NEST,INE239A01024,NESTLE INDIA LTD,インド,IN,インド・ルピー,INR,1357.5153,3488791.1397687607,0.0008899032967064205,MOTHER FUND
200,BID,ZAE000216537,BID CORP LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,788.4154,3451631.5607872503,0.0008804248181976553,MOTHER FUND
201,3008,TW0003008009,LARGAN PRECISION CO LTD,台湾,TW,台湾・ドル,TWD,187.2987,3439759.5588907804,0.000877396567665331,MOTHER FUND
202,2057,KYG9897K1058,ZTO EXPRESS CAYMAN INC,ケイマン諸島（英領）,KY,香港・ドル,HKD,864.4555,3358326.51936694,0.0008566250375192492,MOTHER FUND
203,6446,TW0006446008,PHARMAESSENTIA CORPORATION,台湾,TW,台湾・ドル,TWD,658.6804,3337591.1407862,0.0008513359614415452,MOTHER FUND
204,PRIO3,BRPRIOACNOR1,PRIO SA,ブラジル,BR,ブラジル・レアル,BRL,1743.5853,3317224.8099860903,0.0008461410202155617,MOTHER FUND
205,DIVI,INE361B01024,DIVIS LABORATORIES LTD,インド,IN,インド・ルピー,INR,250.2652,3313798.9916260005,0.0008452671796987678,MOTHER FUND
206,APHS,INE437A01024,APOLLO HOSPITALS ENTERPRISE,インド,IN,インド・ルピー,INR,217.0477,3296893.68440189,0.000840955058958984,MOTHER FUND
207,373220,KR7373220003,LG ENERGY SOLUTION,韓国,KR,韓国・ウォン,KRW,90.3143,3239319.34910539,0.0008262692870874605,MOTHER FUND
208,QIBK,QA0006929853,QATAR ISLAMIC BANK,カタール,QA,カタール・リヤル,QAR,3348.4309,3204243.4680018304,0.0008173223077532351,MOTHER FUND
209,3443,TW0003443008,GLOBAL UNICHIP CORP,台湾,TW,台湾・ドル,TWD,186.7651,3194525.02746029,0.0008148433768197727,MOTHER FUND
210,IMP,ZAE000083648,IMPALA PLATINUM HOLDINGS LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,1763.5959,3174903.26229712,0.000809838355651592,MOTHER FUND
211,MAXHEALT,INE027H01010,MAX HEALTHCARE INSTITUTE LTD,インド,IN,インド・ルピー,INR,1667.5453,3169856.83005305,0.0008085511370963129,MOTHER FUND
212,SLM,ZAE000070660,SANLAM LIMITED,南アフリカ,ZA,南アフリカ・ランド,ZAR,3735.3014,3161581.5365568,0.00080644031685271,MOTHER FUND
213,4958,KYG989221000,ZHEN DING TECHNOLOGY HOLDING,ケイマン諸島（英領）,KY,台湾・ドル,TWD,1699.6956,3159319.3046111707,0.000805863278106142,MOTHER FUND
214,CIB,US40090E1064,GRUPO CIBEST SA-ADR,コロンビア,CO,アメリカ・ドル,USD,208.5099,3146413.97159702,0.0008025714506695623,MOTHER FUND
215,2359,CNE100003F19,WUXI APPTEC CO LTD,中国,CN,香港・ドル,HKD,971.1784,3138142.44008292,0.000800461590013445,MOTHER FUND
216,3481,TW0003481008,INNOLUX CORP,台湾,TW,台湾・ドル,TWD,15284.64,3128168.17141496,0.0007979174037282089,MOTHER FUND
217,SBILIFE,INE123W01016,SBI LIFE INSURANCE CO LTD,インド,IN,インド・ルピー,INR,977.8486,3102689.0000476204,0.0007914183048458819,MOTHER FUND
218,ETERNAL,INE758T01015,ETERNAL LTD,インド,IN,インド・ルピー,INR,5843.0787,3067607.5293322806,0.000782469899741597,MOTHER FUND
219,GRASIM,INE047A01021,GRASIM INDUSTRIES LIMITED,インド,IN,インド・ルピー,INR,584.3079,3065928.8181708003,0.0007820417025417732,MOTHER FUND
220,ASELS,TRAASELS91H2,ASELSAN ELEKTRONIK SANAYI,トルコ,TR,トルコ・リラ,TRY,2680.3456,3063484.2234735503,0.0007814181476217335,MOTHER FUND
221,ALINMA,SA122050HV19,ALINMA BANK,サウジアラビア,SA,サウジアラビア・リヤル,SAR,3057.2108,3063051.3020385806,0.0007813077201995232,MOTHER FUND
222,010140,KR7010140002,SAMSUNG HEAVY INDUSTRIES,韓国,KR,韓国・ウォン,KRW,1328.7001,3060457.0017964207,0.000780645979142047,MOTHER FUND
223,EQTL3,BREQTLACNOR0,EQUATORIAL SA - ORD,ブラジル,BR,ブラジル・レアル,BRL,2494.6477,3060138.9809013107,0.0007805648599716404,MOTHER FUND
224,267260,KR7267260008,HD HYUNDAI ELECTRIC CO LTD,韓国,KR,韓国・ウォン,KRW,46.8247,3059784.1406064504,0.0007804743490939324,MOTHER FUND
225,BCH,US0595201064,BANCO DE CHILE-ADR,チリ,CL,アメリカ・ドル,USD,448.2362,3043711.8589612106,0.0007763747123290211,MOTHER FUND
226,HNAL,INE066F01020,HINDUSTAN AERONAUTICS LTD,インド,IN,インド・ルピー,INR,392.2066,3036685.86370673,0.0007745825567974576,MOTHER FUND
227,ALPHA,GRS830003000,ALPHA BANK SA,ギリシャ,GR,ユーロ,EUR,3828.684,3031392.07446625,0.0007732322436636412,MOTHER FUND
228,2395,TW0002395001,"ADVANTECH CO.,LTD.",台湾,TW,台湾・ドル,TWD,1115.5211,3016474.4411927904,0.0007694271287979835,MOTHER FUND
229,TMCV,INE1TAE01010,TATA MOTORS LTD/NEW,インド,IN,インド・ルピー,INR,4287.5924,3006740.6458943305,0.0007669442812503545,MOTHER FUND
230,LTM,US51817R2058,LATAM AIRLINES GROUP-SA ADR,チリ,CL,アメリカ・ドル,USD,346.2891,3002062.40764771,0.0007657509797680761,MOTHER FUND
231,TECHM,INE669C01036,TECH MAHINDRA LTD,インド,IN,インド・ルピー,INR,1056.5567,2980134.36066285,0.0007601576838324949,MOTHER FUND
232,CEZ,CZ0005112300,CEZ AS,チェコ共和国,CZ,チェコ・コルナ,CZK,288.1518,2970519.6947990702,0.0007577052232218905,MOTHER FUND
233,9866,KYG6525F1028,NIO INC.,ケイマン諸島（英領）,KY,香港・ドル,HKD,3855.3647,2962365.83862016,0.0007556253785984135,MOTHER FUND
234,3034,TW0003034005,NOVATEK MICROELECTRONICS LTD,台湾,TW,台湾・ドル,TWD,1214.7467,2948504.2551012603,0.0007520896355926405,MOTHER FUND
235,SABB,SA0007879089,SAUDI AWWAL BANK,サウジアラビア,SA,サウジアラビア・リヤル,SAR,2018.3968,2929496.2800041307,0.0007472411769073866,MOTHER FUND
236,1093,HK1093012172,CSPC PHARMACEUTICAL GROUP LIMITED,香港,HK,香港・ドル,HKD,16669.0494,2920242.43091748,0.000744880751625528,MOTHER FUND
237,BMRI,ID1000095003,BANK MANDIRI,インドネシア,ID,インドネシア・ルピア,IDR,78574.7335,2909150.9335938,0.0007420515882740046,MOTHER FUND
238,9868,KYG982AW1003,XPENG INC,ケイマン諸島（英領）,KY,香港・ドル,HKD,2800.142,2897432.9595196005,0.0007390626263838866,MOTHER FUND
239,5880,TW0005880009,TAIWAN COOPERATIVE FINANCIAL,台湾,TW,台湾・ドル,TWD,21694.9642,2895724.49935036,0.0007386268409567889,MOTHER FUND
240,JSTL,INE019A01038,JSW STEEL LTD,インド,IN,インド・ルピー,INR,1338.0383,2873640.7036365103,0.0007329938174187709,MOTHER FUND
241,TNB,MYL5347OO009,TENAGA NASIONAL,マレーシア,MY,マレーシア・リンギット,MYR,4909.2533,2822979.59751258,0.0007200714372738054,MOTHER FUND
242,HAR,ZAE000015228,HARMONY GOLD MINING CO LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,1107.2501,2821039.74876052,0.0007195766304107943,MOTHER FUND
243,BSE,INE118H01025,BSE LTD,インド,IN,インド・ルピー,INR,468.2467,2793656.82766131,0.0007125919326219625,MOTHER FUND
244,998,CNE1000001Q4,CHINA CITIC BANK-H,中国,CN,香港・ドル,HKD,17342.4709,2789475.7446937705,0.0007115254430077796,MOTHER FUND
245,010120,KR7010120004,"LS ELECTRIC CO., LTD.",韓国,KR,韓国・ウォン,KRW,164.0865,2764262.04653473,0.0007050940596962015,MOTHER FUND
246,ADSEZ,INE742F01042,ADANI PORTS AND SPECIAL ECONOMIC ZONE,インド,IN,インド・ルピー,INR,981.8507,2761287.07905644,0.0007043352199547372,MOTHER FUND
247,051910,KR7051910008,LG CHEMICALS LTD,韓国,KR,韓国・ウォン,KRW,100.3462,2761213.2134708,0.0007043163786926665,MOTHER FUND
248,AOT-R,TH0765010R16,AIRPORTS OF THAILAND PCL NVDR,タイ,TH,タイ・バーツ,THB,8978.0638,2736513.83963703,0.0006980161866431325,MOTHER FUND
249,NED,ZAE000004875,NEDBANK GROUP LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,1004.2491,2711791.60042241,0.0006917101622072548,MOTHER FUND
250,ADIB,AEA000801018,ABU DHABI ISLAMIC BANK,アラブ首長国連邦,AE,ＵＡＥ・ディルハム,AED,2868.1779,2709077.18355877,0.0006910177824061101,MOTHER FUND
251,COAL,INE522F01014,COAL INDIA LTD,インド,IN,インド・ルピー,INR,3842.0243,2708888.4040929005,0.0006909696294894414,MOTHER FUND
252,ALDAR,AEA002001013,ALDAR PROPERTIES PJSC,アラブ首長国連邦,AE,ＵＡＥ・ディルハム,AED,8284.3649,2706357.0570200905,0.0006903239462097736,MOTHER FUND
253,2338,CNE1000004L9,WEICHAI POWER CO LTD-H,中国,CN,香港・ドル,HKD,4306.2689,2701769.49321551,0.0006891537735081146,MOTHER FUND
254,035720,KR7035720002,KAKAO CORP,韓国,KR,韓国・ウォン,KRW,665.0171,2694564.4969806806,0.0006873159593067873,MOTHER FUND
255,3653,TW0003653002,JENTECH PRECISION INDUSTRIAL COMPANY LTD,台湾,TW,台湾・ドル,TWD,173.4247,2687714.0208720206,0.0006855685743161486,MOTHER FUND
256,BJAUT,INE917I01010,BAJAJ AUTO LIMITED,インド,IN,インド・ルピー,INR,138.7398,2680463.4005983705,0.0006837191225644696,MOTHER FUND
257,ITC,INE154A01025,ITC LTD,インド,IN,インド・ルピー,INR,5549.5907,2673429.2944036606,0.0006819248981350673,MOTHER FUND
258,SHP,ZAE000012084,SHOPRITE HOLDINGS LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,975.1805,2666445.93494685,0.0006801436179283324,MOTHER FUND
259,DSY,ZAE000022331,DISCOVERY LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,1048.6459,2651096.6875939206,0.00067622840911413,MOTHER FUND
260,PE&OLES*,MXP554091415,INDUSTRIAS PENOLES SAB DE CV,メキシコ,MX,メキシコ・ペソ,MXN,350.9849,2634401.37101162,0.0006719698517310901,MOTHER FUND
261,GAPB,MX01GA000004,GRUPO AEROPORTUARIO DEL-B SH,メキシコ,MX,メキシコ・ペソ,MXN,744.3922,2625557.4579158304,0.0006697139908599661,MOTHER FUND
262,2449,TW0002449006,KING YUAN ELECTRONICS CO LTD,台湾,TW,台湾・ドル,TWD,2577.358,2592827.93308209,0.0006613655082818114,MOTHER FUND
263,3993,CNE100000114,CMOC GROUP LTD-H,中国,CN,香港・ドル,HKD,7764.0908,2588332.81798774,0.0006602189169321778,MOTHER FUND
264,SAFCO,SA0007879139,SABIC AGRI-NUTRIENTS CO,サウジアラビア,SA,サウジアラビア・リヤル,SAR,490.9253,2587756.27421305,0.0006600718550459147,MOTHER FUND
265,PPC,GRS434003000,PUBLIC POWER CORP,ギリシャ,GR,ユーロ,EUR,629.6651,2587711.9842104507,0.0006600605577748127,MOTHER FUND
266,KKC,INE298A01020,CUMMINS INDIA LTD,インド,IN,インド・ルピー,INR,282.8157,2579064.0543761305,0.0006578546873283069,MOTHER FUND
267,9926,KYG0146B1032,AKESO INC,ケイマン諸島（英領）,KY,香港・ドル,HKD,1347.3766,2573041.94805991,0.0006563185987379545,MOTHER FUND
268,GULF-R,THC903010R14,GULF DEVELOPMENT PCL-NVDR,タイ,TH,タイ・バーツ,THB,8112.5277,2560313.7483754004,0.0006530719535801898,MOTHER FUND
269,TRENT,INE849A01020,TRENT LTD,インド,IN,インド・ルピー,INR,504.2657,2555945.2866800306,0.0006519576683425522,MOTHER FUND
270,2015,KYG5479M1050,LI AUTO INC,ケイマン諸島（英領）,KY,香港・ドル,HKD,2297.2104,2553538.84541875,0.000651343845409063,MOTHER FUND
271,CIPLA,INE059A01026,CIPLA LIMITED,インド,IN,インド・ルピー,INR,1029.876,2552255.0890213405,0.0006510163912839936,MOTHER FUND
272,ONGC,INE213A01029,OIL&NATURAL GAS CORP LTD,インド,IN,インド・ルピー,INR,6229.9492,2543607.8795665805,0.0006488107045882829,MOTHER FUND
273,HTHT,US44332N1063,H WORLD GROUP LTD-ADR,ケイマン諸島（英領）,KY,アメリカ・ドル,USD,370.8621,2518309.21664052,0.000642357648891272,MOTHER FUND
274,TMPV,INE155A01022,TATA MOTORS PASSENGER VEHICL,インド,IN,インド・ルピー,INR,4455.681,2516559.70817671,0.000641911393071652,MOTHER FUND
275,BSF,SA0007879782,BANQUE SAUDI FRANSI,サウジアラビア,SA,サウジアラビア・リヤル,SAR,2942.0435,2493400.66592705,0.0006360041010553402,MOTHER FUND
276,298040,KR7298040007,HYOSUNG HEAVY INDUSTRIES CORP,韓国,KR,韓国・ウォン,KRW,11.7395,2492170.57780688,0.0006356903363644991,MOTHER FUND
277,CIFC,INE121A01024,CHOLAMANDALAM INVESTMENT AND,インド,IN,インド・ルピー,INR,829.7705,2487421.3688332103,0.0006344789320261194,MOTHER FUND
278,FB,INE171A01029,FEDERAL BANK LIMITED,インド,IN,インド・ルピー,INR,4154.1888,2486338.07805898,0.0006342026116639486,MOTHER FUND
279,BIMAS,TREBIMM00018,BIM BIRLESIK MAGAZALAR AS,トルコ,TR,トルコ・リラ,TRY,1902.3357,2467385.46546509,0.0006293682745675696,MOTHER FUND
280,CIBEST,COTK7PA00010,GRUPO CIBEST SA,コロンビア,CO,コロンビア・ペソ,COP,556.2931,2462195.55762527,0.0006280444589789517,MOTHER FUND
281,3328,CNE100000205,BANK OF COMMUNICATIONS CO-H,中国,CN,香港・ドル,HKD,15658.7838,2460907.8391402806,0.0006277159942245101,MOTHER FUND
282,RENT3,BRRENTACNOR4,LOCALIZA RENT A CAR,ブラジル,BR,ブラジル・レアル,BRL,2011.6599,2440219.72546291,0.000622438974240634,MOTHER FUND
283,2368,TW0002368008,GOLD CIRCUIT ELECTRONICS LTD,台湾,TW,台湾・ドル,TWD,680.3585,2424976.86749873,0.0006185509026966177,MOTHER FUND
284,042660,KR7042660001,HANWHA OCEAN CO LTD,韓国,KR,韓国・ウォン,KRW,272.1434,2418903.10729997,0.0006170016384937055,MOTHER FUND
285,9901,KYG6470A1168,NEW ORIENTAL EDUCATION & TECHNOLOGY,ケイマン諸島（英領）,KY,香港・ドル,HKD,2481.3074,2411943.92057952,0.0006152265241469825,MOTHER FUND
286,196170,KR7196170005,ALTEOGEN INC,韓国,KR,韓国・ウォン,KRW,76.7071,2403060.89354169,0.0006129606862882504,MOTHER FUND
287,ADNOCGAS,AEE01195A234,ADNOC GAS PLC,アラブ首長国連邦,AE,ＵＡＥ・ディルハム,AED,16355.2841,2402550.34453892,0.0006128304580164814,MOTHER FUND
288,SOL,ZAE000006896,SASOL LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,1271.3365,2396694.3657535105,0.0006113367444011332,MOTHER FUND
289,BBAS3,BRBBASACNOR3,BANCO DO BRASIL SA,ブラジル,BR,ブラジル・レアル,BRL,3535.196,2376919.7734006704,0.000606292740842071,MOTHER FUND
290,SSW,ZAE000259701,SIBANYE STILLWATER LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,6562.1242,2340570.5814033207,0.0005970209717693027,MOTHER FUND
291,ADANI,INE814H01029,ADANI POWER LTD,インド,IN,インド・ルピー,INR,6616.8197,2336791.4035285804,0.000596056998084769,MOTHER FUND
292,EBP,PLBZ00000044,ERSTE BANK POLSKA SA,ポーランド,PL,ポーランド・ズロチ,PLN,75.5065,2334205.8012026004,0.0005953974756480048,MOTHER FUND
293,BJFIN,INE918I01026,BAJAJ FINSERV LTD,インド,IN,インド・ルピー,INR,722.2472,2330609.4129710803,0.0005944801270263049,MOTHER FUND
294,267,HK0267001375,CITIC LTD,中国,CN,香港・ドル,HKD,9124.8078,2324003.67914782,0.0005927951696668701,MOTHER FUND
295,TLKM,ID1000129000,TELKOM INDONESIA PERSERO TBK,インドネシア,ID,インドネシア・ルピア,IDR,97784.8551,2323661.5121970703,0.0005927078914420359,MOTHER FUND
296,138040,KR7138040001,MERITZ FINANCIAL GROUP INC,韓国,KR,韓国・ウォン,KRW,166.7545,2319513.5400085803,0.0005916498475588391,MOTHER FUND
297,2002,TW0002002003,CHINA STEEL,台湾,TW,台湾・ドル,TWD,24740.2887,2317653.54666481,0.0005911754098117336,MOTHER FUND
298,2319,KYG210961051,CHINA MENGNIU DAIRY CO,中国,CN,香港・ドル,HKD,5803.0576,2309128.29480152,0.000589000831445057,MOTHER FUND
299,1177,KYG8167W1380,SINO BIOPHARMACEUTICAL,中国,CN,香港・ドル,HKD,22245.054,2306353.8596482202,0.0005882931424804538,MOTHER FUND
300,CPALL-R,TH0737010R15,CP ALL PCL-NVDR,タイ,TH,タイ・バーツ,THB,10165.356,2293304.3173184,0.0005849645308569483,MOTHER FUND
301,VBL,INE200M01039,VARUN BEVERAGES LTD,インド,IN,インド・ルピー,INR,3005.5836,2292603.57477138,0.0005847857889725096,MOTHER FUND
302,PMAH,MYL8869OO009,PRESS METAL ALUMINIUM HOLDINGS,マレーシア,MY,マレーシア・リンギット,MYR,7350.5396,2286865.5381284007,0.0005833221594456506,MOTHER FUND
303,HMCL,INE158A01026,HERO MOTOCORP LTD,インド,IN,インド・ルピー,INR,253.4669,2281011.84054493,0.0005818290277078195,MOTHER FUND
304,TPWR,INE245A01021,TATA POWER COMPANY LIMITED,インド,IN,インド・ルピー,INR,3535.196,2246106.22248446,0.0005729254782142702,MOTHER FUND
305,MOTHERSO,INE775A01035,SAMVARDHANA MOTHERSON INTERNATIONAL LTD,インド,IN,インド・ルピー,INR,9004.7445,2232787.63172926,0.000569528239071625,MOTHER FUND
306,VBBR3,BRVBBRACNOR1,VIBRA ENERGIA SA,ブラジル,BR,ブラジル・レアル,BRL,1971.8656,2229272.76645131,0.0005686316849148938,MOTHER FUND
307,JIOFIN,INE758E01017,JIO FINANCIAL SERVICES LTD,インド,IN,インド・ルピー,INR,5320.1365,2220335.00390725,0.0005663518853985302,MOTHER FUND
308,3661,KYG022421088,ALCHIP TECHNOLOGIES LTD,ケイマン諸島（英領）,KY,台湾・ドル,TWD,160.0843,2203984.8558572005,0.000562181371868637,MOTHER FUND
309,1326,TW0001326007,FORMOSA CHEMICAL&FIBRE CO,台湾,TW,台湾・ドル,TWD,7790.7449,2172164.0631579505,0.0005540646841127885,MOTHER FUND
310,YMM,US35969L1089,FULL TRUCK ALLIANCE-SPN ADR,ケイマン諸島（英領）,KY,アメリカ・ドル,USD,1407.4082,2162459.0830419003,0.0005515891865969596,MOTHER FUND
311,VAML,INE1CDF01017,VEDANTA ALUMINIUM METAL LTD,インド,IN,インド・ルピー,INR,2774.7953,2143292.15752884,0.0005467001836390671,MOTHER FUND
312,BDMS-R,TH0264010R10,BANGKOK DUSIT MED SERVI-NVDR,タイ,TH,タイ・バーツ,THB,23497.714,2142991.5191257102,0.0005466234983072878,MOTHER FUND
313,LPP,PLLPP0000011,LPP SA,ポーランド,PL,ポーランド・ズロチ,PLN,2.3212,2134808.5275957007,0.0005445362219849916,MOTHER FUND
314,259960,KR7259960003,KRAFTON INC,韓国,KR,韓国・ウォン,KRW,73.5054,2133862.7492753,0.0005442949776079109,MOTHER FUND
315,POWF,INE134E01011,POWER FINANCE CORPORATION,インド,IN,インド・ルピー,INR,2949.5541,2124748.16022994,0.0005419700740769625,MOTHER FUND
316,688,HK0688002218,CHINA OVERSEAS LAND & INVESTMENT,中国,CN,香港・ドル,HKD,7510.6239,2123719.0446667103,0.0005417075724551341,MOTHER FUND
317,TUPRS,TRATUPRS91E8,TUPRAS-TURKIYE PETROL RAFINE,トルコ,TR,トルコ・リラ,TRY,2173.145,2119494.40541651,0.0005406299727234408,MOTHER FUND
318,PTTEP-R,TH0355010R16,PTT EXPLOR & PROD PCL-NVDR,タイ,TH,タイ・バーツ,THB,2961.5604,2111000.26327793,0.0005384633296688737,MOTHER FUND
319,6488,TW0006488000,GLOBALWAFERS CO LTD,台湾,TW,台湾・ドル,TWD,546.9549,2103611.87708357,0.0005365787372790475,MOTHER FUND
320,CBKD,US2017122050,COMMERCIAL INTL BANK-GDR REG,エジプト,EG,アメリカ・ドル,USD,4843.0718,2093838.1407406102,0.0005340857017706749,MOTHER FUND
321,5876,TW0005876007,THE SHANGHAI COMMERCIAL & SAVINGS BANK,台湾,TW,台湾・ドル,TWD,9430.3688,2088532.4518970302,0.00053273235334595,MOTHER FUND
322,1590,KYG014081064,AIRTAC INTERNATIONAL GROUP,ケイマン諸島（英領）,KY,台湾・ドル,TWD,313.0183,2073523.7306302802,0.0005289040042130999,MOTHER FUND
323,KOFUBL,MX01KO000002,COCA-COLA FEMSA SAB DE CV,メキシコ,MX,メキシコ・ペソ,MXN,1187.2922,2069936.5872697902,0.0005279890137266044,MOTHER FUND
324,017670,KR7017670001,SK TELECOM CO LTD,韓国,KR,韓国・ウォン,KRW,236.1244,2069641.56515915,0.0005279137609704655,MOTHER FUND
325,DRRD,INE089A01031,DR.REDDY'S LABORATORIES,インド,IN,インド・ルピー,INR,1062.0262,2054714.9004604602,0.0005241063424142846,MOTHER FUND
326,064350,KR7064350002,HYUNDAI ROTEM CO LTD,韓国,KR,韓国・ウォン,KRW,152.0801,2054031.1001734603,0.000523931922076319,MOTHER FUND
327,GGBR4,BRGGBRACNPR8,GERDAU SA PFD NPV,ブラジル,BR,ブラジル・レアル,BRL,2588.2971,2051524.1259424402,0.0005232924556985493,MOTHER FUND
328,CPLE3,BRCPLEACNOR8,COMPANHIA PARANAENSE DE ENER,ブラジル,BR,ブラジル・レアル,BRL,4322.2774,2042101.86812305,0.0005208890735641723,MOTHER FUND
329,NRP,NL0015000RT3,NEPI ROCKCASTLE N.V.,ISLE OF MAN,IM,南アフリカ・ランド,ZAR,1400.738,2041430.2876078503,0.0005207177701841368,MOTHER FUND
330,071050,KR7071050009,KOREA INVESTMENT HOLDINGS CO,韓国,KR,韓国・ウォン,KRW,100.0527,2037658.0734021903,0.0005197555727572877,MOTHER FUND
331,6690,CNE1000048K8,HAIER SMART HOME CO LTD-H,中国,CN,香港・ドル,HKD,4362.2984,2030793.0162776103,0.0005180044685144448,MOTHER FUND
332,CGPOWER,INE067A01029,CG POWER AND INDUSTRIAL SOLUTIONS LTD,インド,IN,インド・ルピー,INR,1440.7591,2027283.5138252801,0.0005171092822802998,MOTHER FUND
333,BSAC,US05965X1090,BANCO SANTANDER CHILE-ADR,チリ,CL,アメリカ・ドル,USD,358.8557,2022672.6043868102,0.0005159331546917675,MOTHER FUND
334,SUZB3,BRSUZBACNOR0,SUZANO SA,ブラジル,BR,ブラジル・レアル,BRL,1488.2508,2017804.5327857002,0.000514691431472212,MOTHER FUND
335,3692,KYG549581067,HANSOH PHARMACEUTICAL GROUP,ケイマン諸島（英領）,KY,香港・ドル,HKD,3041.6026,2015507.6158982902,0.0005141055454651458,MOTHER FUND
336,BCI,CLP321331116,BANCO DE CREDITO E INVERSION,チリ,CL,チリ・ペソ,CLP,175.2123,2005303.91968077,0.0005115028379544967,MOTHER FUND
337,BRIT,INE216A01030,BRITANNIA INDUSTRIES LTD,インド,IN,インド・ルピー,INR,214.7798,2005271.5026005602,0.0005114945691687218,MOTHER FUND
338,018260,KR7018260000,SAMSUNG SDS CO LTD,韓国,KR,韓国・ウォン,KRW,89.7806,1999530.57109899,0.0005100302012358935,MOTHER FUND
339,TATACONS,INE192A01025,TATA CONSUMER PRODUCTS LTD,インド,IN,インド・ルピー,INR,1077.9013,1993252.86344251,0.0005084289151412404,MOTHER FUND
340,EEC,SA000A0DM9P2,ETIHAD ETISALAT CO,サウジアラビア,SA,サウジアラビア・リヤル,SAR,745.7262,1987817.9598504002,0.000507042607268359,MOTHER FUND
341,FUNO11,MXCFFU000001,FIBRA UNO ADMINISTRACION SA,メキシコ,MX,メキシコ・ペソ,MXN,6870.2865,1985679.8999963903,0.0005064972417143851,MOTHER FUND
342,BHEL,INE257A01026,BHARAT HEAVY ELECTRICALS,インド,IN,インド・ルピー,INR,2908.199,1980687.06932774,0.0005052236955793697,MOTHER FUND
343,267250,KR7267250009,HD HYUNDAI CO LTD,韓国,KR,韓国・ウォン,KRW,90.7145,1971522.9608577902,0.0005028861608826598,MOTHER FUND
344,JBS,NL0015002J37,JBS NV-A,オランダ,NL,アメリカ・ドル,USD,855.7842,1965470.06498555,0.0005013422186472171,MOTHER FUND
345,2603,TW0002603008,EVERGREEN MARINE,台湾,TW,台湾・ドル,TWD,1973.7066,1961160.7277755802,0.0005002430145859427,MOTHER FUND
346,5871,KYG202881093,CHAILEASE HOLDING CO LTD,ケイマン諸島（英領）,KY,台湾・ドル,TWD,3584.4219,1958014.6701517303,0.0004994405340306642,MOTHER FUND
347,XP,KYG982391099,XP INC - CLASS A,ケイマン諸島（英領）,KY,アメリカ・ドル,USD,707.0392,1954527.8463151804,0.0004985511325437681,MOTHER FUND
348,047810,KR7047810007,KOREA AEROSPACE INDUSTRIES,韓国,KR,韓国・ウォン,KRW,144.0759,1949153.9615399,0.0004971803890437833,MOTHER FUND
349,ADE,INE423A01024,ADANI ENTERPRISES LTD,インド,IN,インド・ルピー,INR,377.5323,1945415.7652579201,0.0004962268687378099,MOTHER FUND
350,IH,INE053A01029,INDIAN HOTELS CO LIMITED,インド,IN,インド・ルピー,INR,1534.1417,1942580.0311401903,0.0004955035439416693,MOTHER FUND
351,DMART,INE192R01011,AVENUE SUPERMARTS LTD,インド,IN,インド・ルピー,INR,296.4228,1940698.17294273,0.0004950235290176561,MOTHER FUND
352,UGPA3,BRUGPAACNOR8,ULTRAPAR PARTICIPACOES,ブラジル,BR,ブラジル・レアル,BRL,1854.3103,1936922.8370923102,0.0004940605353373623,MOTHER FUND
353,GCARSOA1,MXP461181085,GRUPO CARSO SAB DE CV-SER A1,メキシコ,MX,メキシコ・ペソ,MXN,1414.0784,1927454.0480894702,0.0004916452842627441,MOTHER FUND
354,6030,CNE1000016V2,CITIC SECURITIES CO LTD-H,中国,CN,香港・ドル,HKD,3429.1401,1919587.36988821,0.0004896386915534155,MOTHER FUND
355,4904,TW0004904008,FAR EASTONE TELECOMM CO LTD,台湾,TW,台湾・ドル,TWD,3655.2593,1906361.16114143,0.00048626501674883354,MOTHER FUND
356,LPC,INE326A01037,LUPIN LTD,インド,IN,インド・ルピー,INR,464.2446,1899609.0702041802,0.00048454272735288004,MOTHER FUND
