No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,Name,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV
41,1979,JP3441200007,大氣社,TAIKISHA LTD.,18800,79618000,0.005482392608754932
42,1833,JP3194800003,奥村組,OKUMURA CORPORATION,12600,72954000.00000001,0.005023518179043776
43,5232,JP3400900001,住友大阪セメント,"SUMITOMO OSAKA CEMENT CO.,LTD.",13300,72551500.00000001,0.004995802549097986
44,3433,JP3552290003,トーカロ,"TOCALO CO.,LTD.",23600,68699600,0.004730565691984479
45,1861,JP3266800006,熊谷組,"KUMAGAI GUMI CO.,LTD.",46100,65969100.00000001,0.004542546989954721
46,1820,JP3659200004,西松建設,"NISHIMATSU CONSTRUCTION CO.,LTD.",12400,65881200.00000001,0.004536494309526808
47,1950,JP3736200001,日本電設工業,"NIPPON DENSETSU KOGYO CO.,LTD.",14600,58984000.00000001,0.004061562029124079
48,1885,JP3556000002,東亜建設工業,TOA CORPORATION,28600,58229600,0.0040096150198542565
49,5331,JP3763000001,ノリタケ,"NORITAKE CO.,LIMITED",16600,56440000.00000001,0.003886385476125102
50,1926,JP3965800000,ライト工業,"RAITO KOGYO CO.,LTD.",14000,52850000.00000001,0.003639182714621043
51,1941,JP3524000001,中電工,CHUDENKO CORPORATION,10300,51088000.00000001,0.003517853671231028
52,5930,JP3831600006,文化シヤッター,"BUNKA SHUTTER CO.,LTD.",25600,48742400.00000001,0.003356338685887317
53,5310,JP3616000000,東洋炭素,"TOYO TANSO CO.,LTD.",6800,45016000,0.0030997435966202617
54,5911,JP3955200005,横河ブリッジホールディングス,YOKOGAWA BRIDGE HOLDINGS CORP.,14100,41736000,0.0028738870345775555
55,5975,JP3598200008,東プレ,TOPRE CORPORATION,14400,40651200,0.002799189108204407
56,1720,JP3567410000,東急建設,"TOKYU CONSTRUCTION CO., LTD.",34800,40576800,0.0027940660203336822
57,1934,JP3946200007,ユアテック,YURTEC CORPORATION,16400,39228800.00000001,0.0027012444820307658
58,1968,JP3447200001,太平電業,"TAIHEI DENGYO KAISHA,LTD.",15400,37298800,0.0025683471757068557
59,1835,JP3595400007,東鉄工業,"TOTETSU KOGYO CO.,LTD.",8500,35487500.00000001,0.002443623398015407
60,3445,JP3100350002,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,"RS TECHNOLOGIES CO.,LTD.",5500,34705000,0.0023897414590524743
61,5943,JP3759400009,ノーリツ,NORITZ CORPORATION,14400,34200000.00000001,0.002354967811542851
62,6330,JP3607800004,東洋エンジニアリング,TOYO ENGINEERING CORPORATION,17400,33790800,0.002326790828253864
63,1952,JP3380250005,新日本空調,"SHIN NIPPON AIR TECHNOLOGIES CO.,LTD.",10100,32724000.000000004,0.0022533323586236328
64,6379,JP3331600001,レイズネクスト,RAIZNEXT CORPORATION,11200,32603200.000000004,0.002245014226704499
65,1766,JP3590900001,東建コーポレーション,TOKEN CORPORATION,2400,32088000.000000004,0.0022095382203738884
66,1975,JP3112800002,朝日工業社,"ASAHI KOGYOSHA CO.,LTD.",8100,30780000.000000004,0.0021194710303885657
67,1946,JP3552230009,トーエネック,TOENEC CORPORATION,15000,30750000,0.0021174052691503697
68,1762,JP3457900003,高松コンストラクショングループ,"TAKAMATSU CONSTRUCTION GROUP CO.,LTD.",8200,30627000.000000004,0.0021089356480737684
69,1982,JP3793400007,日比谷総合設備,"HIBIYA ENGINEERING,LTD.",10400,28964000,0.001994423616769799
70,7943,JP3662200009,ニチハ,NICHIHA CORPORATION,9200,28428000.000000004,0.00195751534931404
71,1870,JP3933200002,矢作建設工業,"YAHAGI CONSTRUCTION CO.,LTD.",14500,27666000.000000004,0.0019050450138638744
72,1852,JP3110000001,淺沼組,ASANUMA CORPORATION,31100,27088100,0.0018652515665454352
73,1899,JP3805600008,福田組,FUKUDA CORPORATION,6900,26703000.000000004,0.0018387340781177994
74,1976,JP3918200001,明星工業,"MEISEI INDUSTRIAL CO.,LTD.",13100,26697800.000000004,0.0018383760128365123
75,5273,JP3887600009,三谷セキサン,"MITANI SEKISAN CO.,LTD.",13000,24817000,0.0017088665549432431
76,3443,JP3226300006,川田テクノロジーズ,"KAWADA TECHNOLOGIES,INC.",18600,23640600,0.0016278611709228043
77,1879,JP3380300008,新日本建設,SHINNIHON CORPORATION,10900,23020800,0.0015851825437416857
78,5970,JP3236750000,ジーテクト,G-TEKT CORPORATION,10400,22495200.000000004,0.001548990406848501
79,5202,JP3686800008,日本板硝子,"NIPPON SHEET GLASS COMPANY,LIMITED",46200,22268400,0.0015333732518877429
80,5302,JP3690400001,日本カーボン,"NIPPON CARBON CO.,LTD.",4600,21781000,0.0014998115176378603
81,1815,JP3545600003,鉄建建設,TEKKEN CORPORATION,4900,21560000,0.0014845937431831537
82,1419,JP3470900006,タマホーム,"TAMA HOME CO.,LTD.",7000,21280000,0.0014653133049599958
83,5351,JP3353200003,品川リフラ,"SHINAGAWA REFRA CO.,LTD.",9800,20158600.000000004,0.0013880951498762488
84,5992,JP3517800003,中央発條,"CHUO SPRING CO.,LTD.",5300,19530500,0.0013448449954192292
85,1939,JP3962600007,四電工,YONDENKO CORPORATION,9700,19467900,0.0013405344403021947
86,1882,JP3558000000,東亜道路工業,TOA ROAD CORPORATION,11900,19349400,0.0013323746834113224
87,5288,JP3389640008,アジアパイルホールディングス,ASIA PILE HOLDINGS CORPORATION,12400,18463600,0.001271379639918204
88,1898,JP3414600001,世紀東急工業,"SEIKITOKYU KOGYO CO.,LTD.",12200,18336600.000000004,0.0012626345840098432
89,5946,JP3527800001,長府製作所,"CHOFU SEISAKUSHO CO.,LTD.",8100,17026200,0.0011724021331254643
90,3431,JP3908700002,宮地エンジニアリンググループ,"MIYAJI ENGINEERING GROUP,INC.",10700,16959500.000000004,0.0011678092573058766
91,256A,JP3629810007,飛島ホールディングス,TOBISHIMA HOLDINGS INC.,8000,16552000.000000002,0.0011397493338203878
92,5976,JP3288200003,高周波熱錬,"NETUREN CO.,LTD.",11700,16146000.000000002,0.001111792698396809
93,1871,JP3801400007,ピーエス・コンストラクション,"PS CONSTRUCTION CO.,LTD.",7000,15967000.000000002,0.001099466989675576
94,5988,JP3780400002,パイオラックス,"PIOLAX,INC.",8800,15338400,0.0010561824058645864
95,1786,JP3197950003,オリエンタル白石,ORIENTAL SHIRAISHI CORPORATION,41100,15042600.000000002,0.001035814000055979
96,5262,JP3745800007,日本ヒューム,NIPPON HUME CORPORATION,13900,14511600.000000002,0.0009992500261399191
97,1938,JP3510600004,日本リーテック,"NIPPON RIETEC CO.,LTD.",5900,14289800.000000002,0.0009839771647188605
98,5959,JP3192000002,岡部,"OKABE CO.,LTD.",15400,14183400,0.0009766505981940604
99,5074,JP3545270005,テスホールディングス,"TESS HOLDINGS CO.,LTD.",20900,14170200.000000002,0.0009757416632492545
100,1945,JP3585400009,東京エネシス,TOKYO ENERGY & SYSTEMS INC.,6900,13758600,0.0009473994190612123
101,5989,JP3795200009,エイチワン,"H-ONE CO.,LTD.",8400,12978000,0.0008936483116433659
102,1887,JP3707200006,日本国土開発,JDC CORPORATION,23800,12280800,0.0008456400204677028
103,1813,JP3825600004,不動テトラ,FUDO TETRA CORPORATION,4400,11800800,0.0008125878406565751
104,5957,JP3682800002,日東精工,"NITTOSEIKO CO.,LTD.",14200,11147000.000000002,0.0007675680174055017
105,7989,JP3466200007,立川ブラインド工業,TACHIKAWA CORPORATION,4100,10803500,0.0007439150512281633
106,5902,JP3846600009,ホッカンホールディングス,HOKKAN HOLDINGS LIMITED,4400,10498400.000000002,0.0007229062594357154
107,5985,JP3330600002,サンコール,SUNCALL CORPORATION,8100,10327500.000000002,0.000711138306248795
108,5981,JP3579400007,東京製綱,"TOKYO ROPE MFG.CO.,LTD",4800,9393600,0.0006468311589037695
109,1780,JP3934300009,ヤマウラ,YAMAURA CORPORATION,6200,9287600,0.0006395321358621455
110,1810,JP3863600007,松井建設,"MATSUI CONSTRUCTION CO.,LTD.",6300,9235800,0.0006359652547908613
111,1929,JP3684800000,日特建設,"NITTOC CONSTRUCTION CO.,LTD.",7400,8458200,0.0005824207234968344
112,1888,JP3990800009,若築建設,"WAKACHIKU CONSTRUCTION CO.,LTD.",2300,8280000.000000001,0.0005701501017419534
113,1964,JP3519800001,中外炉工業,"CHUGAI RO CO.,LTD.",2100,8116500,0.0005588917029937879
114,1822,JP3498600000,大豊建設,DAIHO CORPORATION,10200,8109000,0.000558375262684239
115,5357,JP3953600008,ヨータイ,"YOTAI REFRACTORIES CO.,LTD.",4600,8077600,0.0005562130992549277
116,5933,JP3126100001,アルインコ,ALINCO INCORPORATED,6200,6857200.000000001,0.00047217793208513553
117,3421,JP3145800003,稲葉製作所,"INABA SEISAKUSHO CO.,LTD.",4000,6812000,0.00046906551848625427
118,5932,JP3326800004,三協立山,"SANKYO TATEYAMA,INC.",10300,6725900.000000001,0.0004631367837326333
119,1930,JP3845000003,北陸電気工事,"HOKURIKU ELECTRICAL CONSTRUCTION CO.,LTD",4400,6534000.000000001,0.0004499227976789762
120,5218,JP3197630001,オハラ,OHARA INC.,3800,5468200.000000001,0.0003765331867566847
121,5269,JP3708400001,日本コンクリート工業,"NIPPON CONCRETE INDUSTRIES CO.,LTD.",15400,5251400,0.0003616046188753253
122,1873,JP3783500006,日本ハウスホールディングス,"NIHON HOUSE HOLDINGS CO.,LTD.",16600,5146000,0.0003543469110584651
123,5909,JP3305950002,コロナ,CORONA CORPORATION,4600,4567800,0.0003145328061276442
124,1716,JP3473700007,第一カッター興業,DAI-ICHI CUTTER KOGYO K.K.,2800,3914400,0.0002695405263597466
125,3267,JP3802930002,フィル・カンパニー,"PHIL COMPANY,INC.",1500,918000.0000000001,6.321229388878178e-05
,,,,,,,
,,,合計（Total）,,,14469731350,0.9963670049977335
,,,,,,,
,,,純資産総額,Total Net Assets of the Fund (NAV),,14522491489,1
,,,,,,,
※先物が組入れられている場合は、枚数です。,,,,,,,
※Please note: it refers to the number of contracts in case of futures.,,,,,,,
1619,NEXT FUNDS 建設・資材（TOPIX-17）上場投信　（NEXT FUNDS TOPIX-17 CONSTRUCTION & MATERIALS ETF）,,,,,,
,"2026年7月31日現在　（as of July 31, 2026）",,,ISINコード：,JP3046580001,,
